OrderDetailID,OrderID,ProductID,Quantity,SupplierID
85,7655512,20251,6,6
86,7655512,26334,8,3
87,7655513,13477,15,5
88,7655513,4440,1,1
89,7655513,22325,18,2
90,7655514,15717,18,3
91,7655514,17331,13,5
92,7655514,24136,19,2
93,7655515,2856,16,4
94,7655515,6387,2,2
95,7655515,6868,2,5
96,7655515,3952,7,3
97,7655515,21010,6,4
98,7655515,18445,10,6
99,7655516,25666,7,1
100,7655516,13759,17,4
101,7655516,20616,9,3
102,7655516,9274,14,1
103,7655516,26066,12,6
104,7655516,16659,18,5
105,7655516,2686,8,3
106,7655516,26941,17,2
107,7655516,13251,9,2
108,7655516,8766,7,4
109,7655517,3946,14,1
110,7655517,13782,16,3
111,7655517,8187,8,2
112,7655517,18996,11,6
113,7655517,22959,2,2
114,7655517,5662,18,2
115,7655517,21026,9,2
116,7655517,8692,5,5
117,7655517,8625,18,3
118,7655518,22111,8,3
119,7655518,8186,16,2
120,7655518,284,16,5
121,7655518,13398,8,5
122,7655518,18655,14,4
123,7655518,15077,6,6
124,7655518,21898,7,3
125,7655518,17706,15,4
126,7655518,2945,17,3
127,7655518,2260,16,3
128,7655519,17515,20,5
129,7655519,15321,3,5
130,7655519,10513,2,1
131,7655520,1415,15,2
132,7655520,9260,9,3
133,7655520,2767,2,2
134,7655520,21,2,1
135,7655521,12814,10,3
136,7655521,8713,18,4
137,7655521,7794,19,2
138,7655521,13648,3,6
139,7655521,13787,5,1
140,7655521,9116,9,6
141,7655521,18400,1,6
142,7655521,22338,17,1
143,7655521,26163,1,1
144,7655521,21223,8,4
145,7655522,20371,11,4
146,7655522,13558,7,6
147,7655522,957,20,3
148,7655522,211,2,4
149,7655522,18266,12,4
150,7655522,17472,13,3
151,7655522,13343,11,6
152,7655522,19675,12,4
153,7655522,16934,3,3
154,7655522,23827,5,3
155,7655523,24112,8,6
156,7655523,25462,3,6
157,7655523,17070,5,6
158,7655524,4872,3,5
159,7655524,8012,13,2
160,7655524,12800,5,4
161,7655524,8676,11,4
162,7655524,18074,2,4
163,7655524,10345,7,4
164,7655524,13038,12,6
165,7655524,1686,19,1
166,7655524,3433,15,1
167,7655525,13331,14,6
168,7655525,23260,11,4
169,7655525,18377,19,1
170,7655525,2498,9,5
171,7655525,6039,20,6
172,7655526,9339,13,4
173,7655526,12271,2,1
174,7655526,14823,4,5
175,7655526,22436,14,5
176,7655526,8528,4,2
177,7655527,7263,20,2
178,7655527,11897,3,1
179,7655527,1523,1,5
180,7655527,17433,9,6
181,7655527,13824,10,3
182,7655527,19737,12,4
183,7655527,20753,9,1
184,7655527,10285,3,1
185,7655527,7699,5,2
186,7655528,12842,6,6
187,7655528,2914,3,4
188,7655528,20029,18,1
189,7655528,14913,6,2
190,7655528,14078,16,5
191,7655528,24475,15,4
192,7655529,19998,13,2
193,7655529,7248,9,5
194,7655529,14866,1,1
195,7655529,18170,8,3
196,7655530,5447,12,2
197,7655530,10984,2,1
198,7655530,6890,4,4
199,7655530,1017,9,4
200,7655531,3345,8,3
201,7655531,12496,11,2
202,7655531,16381,10,5
203,7655532,25515,17,6
204,7655533,4362,19,6
205,7655534,8798,17,4
206,7655534,16803,2,2
207,7655534,1158,4,6
208,7655534,2288,18,5
209,7655534,7205,1,1
210,7655534,18364,13,4
211,7655535,3213,18,5
212,7655535,21194,7,2
213,7655536,9167,15,2
214,7655536,20391,2,5
215,7655536,20181,10,2
216,7655536,3552,7,4
217,7655536,14217,9,2
218,7655536,5825,20,3
219,7655536,24179,7,4
220,7655536,3977,20,3
221,7655536,15672,1,5
222,7655537,357,5,5
223,7655537,2324,15,4
224,7655537,20586,1,6
225,7655537,19500,7,3
226,7655537,22866,18,5
227,7655537,20433,4,2
228,7655537,21667,6,4
229,7655537,9770,20,6
230,7655537,26702,3,6
231,7655538,25023,20,2
232,7655538,6178,20,4
233,7655538,26201,18,3
234,7655538,4494,6,3
235,7655538,5378,5,1
236,7655538,21846,15,3
237,7655539,15960,9,5
238,7655539,26779,16,2
239,7655539,7101,4,4
240,7655539,16227,15,5
241,7655539,11137,10,5
242,7655539,14530,8,3
243,7655539,803,1,3
244,7655539,13062,17,5
245,7655540,5329,16,6
246,7655540,23094,18,4
247,7655540,5727,9,3
248,7655540,3331,17,6
249,7655540,15878,15,1
250,7655540,6240,15,4
251,7655540,14484,11,6
252,7655540,10149,3,4
253,7655540,4179,8,3
254,7655541,14811,9,6
255,7655542,7394,9,5
256,7655542,25370,6,4
257,7655542,10147,8,6
258,7655542,5540,8,5
259,7655542,25422,17,1
260,7655542,6961,11,4
261,7655542,22795,12,1
262,7655542,19342,3,5
263,7655543,19126,7,3
264,7655543,16575,15,2
265,7655543,4227,13,5
266,7655543,8249,13,1
267,7655543,18353,18,5
268,7655543,23848,11,2
269,7655543,23325,12,6
270,7655543,22222,20,6
271,7655543,3570,16,3
272,7655544,23561,7,4
273,7655544,24284,16,4
274,7655544,9297,14,2
275,7655545,776,15,5
276,7655545,9729,1,6
277,7655545,18312,10,3
278,7655546,7387,7,6
279,7655546,21755,4,1
280,7655546,17618,4,4
281,7655546,25122,12,2
282,7655546,22733,20,4
283,7655546,2334,8,4
284,7655547,16526,18,5
285,7655547,4525,15,4
286,7655547,3581,6,5
287,7655547,19870,12,4
288,7655547,3051,2,4
289,7655547,21448,14,2
290,7655547,14941,15,2
291,7655547,2936,9,4
292,7655548,24035,6,2
293,7655549,2034,20,3
294,7655549,25042,10,3
295,7655549,5640,17,6
296,7655549,15281,14,2
297,7655549,21241,13,5
298,7655549,23206,8,2
299,7655549,2388,9,2
300,7655550,7312,9,5
301,7655550,25048,10,1
302,7655550,7566,3,3
303,7655550,25644,6,4
304,7655550,2405,17,5
305,7655550,11559,1,5
306,7655550,16731,10,2
307,7655550,21552,8,6
308,7655551,15787,10,4
309,7655552,16250,3,1
310,7655553,3691,19,6
311,7655553,6315,10,4
312,7655553,15813,3,2
313,7655554,14125,8,5
314,7655554,7841,2,1
315,7655554,22505,19,1
316,7655554,16990,16,3
317,7655554,4647,3,6
318,7655554,19815,2,4
319,7655554,8904,19,1
320,7655554,13766,16,2
321,7655555,2619,5,3
322,7655555,11458,16,5
323,7655555,17640,10,5
324,7655555,24977,12,6
325,7655555,6276,18,4
326,7655555,6797,7,4
327,7655555,26292,2,3
328,7655555,6612,15,3
329,7655555,9820,7,1
330,7655556,25516,10,2
331,7655556,18422,12,5
332,7655557,26449,11,6
333,7655557,16001,16,6
334,7655557,834,2,5
335,7655557,8151,11,5
336,7655557,13085,17,6
337,7655557,10177,11,2
338,7655557,11556,19,5
339,7655557,12220,10,1
340,7655557,10018,11,4
341,7655557,2341,1,6
342,7655558,3925,11,3
343,7655558,5096,10,6
344,7655558,13093,7,4
345,7655558,8728,9,1
346,7655559,26474,2,4
347,7655559,26602,7,5
348,7655559,9668,9,3
349,7655559,13209,8,5
350,7655559,1523,3,3
351,7655559,6420,1,6
352,7655559,11352,8,6
353,7655559,21860,9,2
354,7655559,14423,10,5
355,7655560,4821,14,6
356,7655560,10945,13,1
357,7655561,8068,5,4
358,7655561,26157,19,4
359,7655561,8949,4,2
360,7655561,9143,7,6
361,7655561,16280,2,3
362,7655562,5576,11,4
363,7655562,8602,17,2
364,7655562,17910,5,2
365,7655562,5956,12,3
366,7655563,23800,5,1
367,7655563,5780,2,1
368,7655564,25927,13,4
369,7655564,2818,12,2
370,7655564,18202,7,5
371,7655564,23985,1,5
372,7655564,21166,4,6
373,7655564,1835,8,4
374,7655564,5439,4,3
375,7655565,17061,1,3
376,7655565,6846,2,2
377,7655565,12806,4,6
378,7655565,18229,1,1
379,7655565,10462,20,3
380,7655565,23963,16,1
381,7655565,9626,13,3
382,7655565,7823,16,1
383,7655565,1733,17,6
384,7655566,21095,2,4
385,7655567,17039,5,1
386,7655567,21379,13,4
387,7655567,4293,3,3
388,7655567,20730,2,5
389,7655567,23164,1,3
390,7655568,9489,19,4
391,7655568,3283,19,3
392,7655568,1337,14,3
393,7655568,18398,1,1
394,7655568,25577,12,4
395,7655568,16948,6,4
396,7655568,6707,10,1
397,7655568,12898,17,4
398,7655569,22976,7,1
399,7655569,15034,3,1
400,7655569,22769,9,4
401,7655570,5190,16,4
402,7655570,20148,17,1
403,7655570,8827,11,6
404,7655570,8057,7,1
405,7655571,19498,1,3
406,7655571,19828,15,3
407,7655571,5362,7,6
408,7655571,5354,7,3
409,7655571,11993,19,2
410,7655571,15802,8,3
411,7655571,14927,6,5
412,7655572,1006,4,1
413,7655573,20225,10,5
414,7655573,25866,14,5
415,7655573,18882,6,6
416,7655573,26226,18,2
417,7655573,25163,16,2
418,7655573,12295,6,6
419,7655573,14371,3,5
420,7655573,5074,2,4
421,7655573,25374,18,3
422,7655574,20861,13,5
423,7655574,819,17,1
424,7655574,14836,8,6
425,7655574,489,3,1
426,7655574,20058,13,2
427,7655574,4422,8,1
428,7655574,14370,19,3
429,7655575,10355,14,2
430,7655575,15418,18,5
431,7655575,16946,15,6
432,7655575,8608,4,4
433,7655575,16920,18,1
434,7655575,10810,4,5
435,7655575,7711,6,1
436,7655575,18448,18,6
437,7655575,26187,20,6
438,7655576,2860,8,5
439,7655576,17742,7,3
440,7655576,12799,13,5
441,7655576,3197,13,1
442,7655576,20872,14,3
443,7655576,16001,17,5
444,7655576,9299,10,1
445,7655576,13008,6,1
446,7655576,23140,6,4
447,7655576,15949,19,6
448,7655577,14186,6,3
449,7655577,10515,19,4
450,7655577,23289,8,3
451,7655578,15189,17,5
452,7655578,11970,3,4
453,7655578,15457,14,4
454,7655578,9895,15,3
455,7655578,25376,18,1
456,7655578,19063,10,4
457,7655578,22473,5,1
458,7655578,10786,18,5
459,7655578,1552,2,6
460,7655578,992,18,6
461,7655579,3920,13,3
462,7655580,12386,20,4
463,7655580,3093,15,3
464,7655580,1455,7,4
465,7655580,26856,1,5
466,7655580,1030,12,6
467,7655580,12775,20,4
468,7655580,20988,16,6
469,7655581,4046,19,3
470,7655582,14437,5,3
471,7655582,5987,17,6
472,7655582,26589,3,6
473,7655582,6922,17,4
474,7655583,5255,20,5
475,7655583,26975,6,3
476,7655583,22591,11,2
477,7655583,17189,4,3
478,7655583,13627,11,6
479,7655583,3891,10,2
480,7655584,484,13,5
481,7655584,20414,9,2
482,7655584,15197,9,5
483,7655584,15875,16,2
484,7655584,14714,18,4
485,7655584,13949,18,4
486,7655584,5176,17,3
487,7655584,8121,7,6
488,7655584,10541,11,2
489,7655584,2706,6,4
490,7655585,9637,11,6
491,7655585,17164,5,2
492,7655585,9388,13,1
493,7655585,10679,18,6
494,7655585,10027,8,1
495,7655585,4169,19,6
496,7655586,16782,8,2
497,7655586,18734,8,3
498,7655586,16590,12,1
499,7655586,24629,9,5
500,7655587,1670,10,1
501,7655587,13402,15,5
502,7655588,21010,19,3
503,7655588,3931,6,2
504,7655588,4370,6,4
505,7655588,8065,19,4
506,7655588,8942,20,6
507,7655588,1459,5,5
508,7655588,14536,19,1
509,7655588,17443,2,3
510,7655589,24185,10,1
511,7655589,4216,18,1
512,7655589,1011,8,5
513,7655589,18353,14,1
514,7655589,18344,19,5
515,7655589,26058,8,3
516,7655590,13116,16,3
517,7655590,11843,9,6
518,7655590,12268,3,2
519,7655590,23403,16,4
520,7655590,11487,12,6
521,7655590,15133,19,1
522,7655590,5855,1,4
523,7655590,24105,3,3
524,7655590,14098,13,5
525,7655591,4230,3,6
526,7655591,23984,3,2
527,7655591,18070,11,1
528,7655591,12686,18,2
529,7655592,23125,1,6
530,7655592,3414,7,6
531,7655592,14527,18,1
532,7655592,8661,20,1
533,7655593,16405,18,3
534,7655593,17089,2,2
535,7655593,21051,17,4
536,7655594,6278,7,1
537,7655594,25953,3,5
538,7655595,18034,13,5
539,7655595,9750,1,2
540,7655595,5442,2,1
541,7655596,16284,8,1
542,7655596,14833,14,2
543,7655596,26493,4,2
544,7655596,20838,2,3
545,7655596,22747,4,6
546,7655596,7907,8,3
547,7655596,16269,1,3
548,7655597,2660,13,6
549,7655597,15074,8,2
550,7655597,5844,3,3
551,7655597,7226,3,6
552,7655597,12899,18,4
553,7655597,22071,15,2
554,7655597,1817,16,1
555,7655597,2092,19,5
556,7655597,18208,14,3
557,7655598,8827,3,4
558,7655599,9374,8,3
559,7655599,15660,1,1
560,7655599,8375,19,2
561,7655599,4467,7,5
562,7655599,11102,20,6
563,7655599,25566,17,1
564,7655599,8493,17,2
565,7655599,22840,18,5
566,7655599,3247,3,3
567,7655600,22541,10,2
568,7655600,22560,19,2
569,7655600,10337,1,2
570,7655600,23747,1,6
571,7655600,14847,3,2
572,7655600,4569,11,3
573,7655600,20284,4,2
574,7655600,20170,19,4
575,7655601,5445,4,4
576,7655601,6133,20,3
577,7655601,1775,19,2
578,7655601,26387,14,2
579,7655602,2122,7,2
580,7655602,14643,16,1
581,7655602,23821,10,3
582,7655602,20382,6,1
583,7655602,22203,3,6
584,7655602,4530,6,6
585,7655602,4806,5,6
586,7655602,21388,19,3
587,7655603,21474,13,3
588,7655603,20711,12,2
589,7655604,9297,5,5
590,7655604,6584,9,3
591,7655604,9090,5,3
592,7655604,369,4,2
593,7655604,7770,2,2
594,7655604,14655,4,2
595,7655605,22023,17,5
596,7655605,22260,6,4
597,7655605,7680,11,6
598,7655605,23028,2,4
599,7655605,16865,9,5
600,7655605,18981,4,1
601,7655605,25048,14,6
602,7655605,26305,15,1
603,7655605,19354,6,2
604,7655605,5232,3,4
605,7655606,2481,4,3
606,7655607,891,10,2
607,7655607,10054,11,4
608,7655607,759,7,6
609,7655607,1149,20,2
610,7655607,18618,16,6
611,7655607,2541,17,2
612,7655608,16556,9,3
613,7655609,6490,18,2
614,7655609,3111,17,5
615,7655609,13097,14,4
616,7655609,18903,14,2
617,7655609,11483,20,3
618,7655609,20052,17,3
619,7655609,19230,14,2
620,7655609,22193,10,2
621,7655610,26210,15,4
622,7655610,23025,16,3
623,7655610,3816,19,5
624,7655610,3688,13,2
625,7655610,17085,12,3
626,7655610,26380,14,5
627,7655610,15497,16,3
628,7655610,9039,6,1
629,7655610,14415,17,4
630,7655610,26650,8,1
631,7655611,3175,2,4
632,7655611,8717,9,6
633,7655612,8187,15,6
634,7655612,4723,9,1
635,7655612,21432,16,5
636,7655613,22410,13,2
637,7655613,22961,7,6
638,7655613,24449,5,1
639,7655613,9320,11,3
640,7655613,23144,11,3
641,7655613,4202,12,2
642,7655613,1381,6,6
643,7655613,20156,8,6
644,7655613,13240,18,1
645,7655613,18727,16,5
646,7655614,14819,1,3
647,7655614,20854,16,3
648,7655614,2246,7,1
649,7655614,6567,16,5
650,7655614,24515,4,3
651,7655614,13966,8,4
652,7655614,20382,3,6
653,7655615,11766,15,2
654,7655615,6165,13,1
655,7655616,6667,5,4
656,7655616,1946,1,2
657,7655616,18132,6,1
658,7655616,1665,3,6
659,7655616,4652,10,1
660,7655616,6214,13,3
661,7655616,10404,1,1
662,7655616,26626,19,6
663,7655617,25658,16,1
664,7655617,2987,6,4
665,7655617,8262,8,4
666,7655617,24707,3,1
667,7655617,19634,7,1
668,7655617,21968,16,3
669,7655617,18041,3,5
670,7655618,15204,2,1
671,7655618,25190,10,4
672,7655618,2416,7,3
673,7655619,11984,15,4
674,7655619,25409,16,2
675,7655619,10606,17,6
676,7655619,21204,9,3
677,7655619,4217,16,4
678,7655619,25098,12,1
679,7655619,9880,20,5
680,7655620,17956,1,3
681,7655620,6434,2,1
682,7655620,12113,9,6
683,7655620,18137,4,1
684,7655620,13907,12,3
685,7655620,24199,6,3
686,7655620,14924,16,1
687,7655620,21184,11,5
688,7655620,21521,14,4
689,7655620,15941,3,3
690,7655621,12122,3,6
691,7655621,18043,19,3
692,7655621,12727,12,1
693,7655621,15475,14,2
694,7655621,5651,16,4
695,7655622,12125,5,3
696,7655622,24736,14,6
697,7655622,11215,15,6
698,7655622,4599,20,6
699,7655623,3391,1,6
700,7655623,20975,7,1
701,7655623,21767,20,1
702,7655623,16768,18,2
703,7655623,4615,15,1
704,7655623,17752,8,6
705,7655624,748,10,1
706,7655624,302,1,6
707,7655624,4859,10,5
708,7655624,26848,20,6
709,7655624,22391,3,3
710,7655625,9019,16,3
711,7655625,14414,18,5
712,7655625,4059,15,5
713,7655625,7832,1,1
714,7655625,4533,4,5
715,7655625,22413,1,5
716,7655626,24786,18,5
717,7655627,9566,19,4
718,7655627,8094,18,2
719,7655627,669,16,3
720,7655627,18414,6,4
721,7655627,13930,5,1
722,7655627,17559,9,5
723,7655627,13820,5,2
724,7655627,26355,10,6
725,7655627,16934,20,5
726,7655628,12509,2,2
727,7655628,16455,7,6
728,7655628,6734,17,2
729,7655628,17169,7,4
730,7655628,23254,16,2
731,7655628,494,13,6
732,7655628,2547,1,6
733,7655628,21597,16,5
734,7655629,21926,9,3
735,7655629,23539,10,1
736,7655629,4931,12,6
737,7655629,3128,12,5
738,7655630,17115,7,1
739,7655630,12620,13,5
740,7655630,12578,3,4
741,7655631,12361,3,2
742,7655631,24338,4,5
743,7655632,23470,7,1
744,7655633,6662,4,3
745,7655633,1910,8,1
746,7655633,18755,17,4
747,7655633,13636,16,4
748,7655633,12767,16,5
749,7655633,22707,14,2
750,7655633,19340,14,6
751,7655633,21883,4,2
752,7655633,24328,18,2
753,7655634,16323,19,2
754,7655634,13079,7,6
755,7655634,14865,6,2
756,7655634,4690,11,4
757,7655634,22,16,4
758,7655634,19595,11,4
759,7655635,4730,10,4
760,7655635,18327,20,6
761,7655635,11740,11,6
762,7655635,14068,14,5
763,7655635,6786,14,5
764,7655635,6683,8,1
765,7655635,9766,3,4
766,7655635,18913,13,5
767,7655636,8838,17,6
768,7655636,18885,18,3
769,7655636,18898,14,5
770,7655636,12718,20,6
771,7655636,24470,16,2
772,7655636,16017,19,5
773,7655636,18137,16,1
774,7655637,17114,3,5
775,7655637,15524,4,5
776,7655637,25814,6,4
777,7655637,5706,5,3
778,7655637,15189,17,5
779,7655637,2727,10,1
780,7655637,21348,5,5
781,7655637,23529,18,6
782,7655638,12065,6,1
783,7655638,13797,10,6
784,7655638,13111,4,2
785,7655638,19847,5,1
786,7655638,26679,9,2
787,7655639,5526,4,2
788,7655639,111,11,6
789,7655639,17952,17,6
790,7655639,9250,6,3
791,7655640,7774,12,4
792,7655640,19511,3,3
793,7655640,12790,8,1
794,7655640,19868,16,6
795,7655641,1737,1,4
796,7655641,25051,4,1
797,7655641,14557,16,5
798,7655641,15429,1,5
799,7655641,181,20,2
800,7655641,21662,12,6
801,7655642,24190,7,3
802,7655642,21981,9,2
803,7655643,7304,16,6
804,7655643,12646,13,5
805,7655643,20891,10,3
806,7655643,10411,20,1
807,7655643,21162,12,2
808,7655643,16906,5,1
809,7655644,2672,1,3
810,7655644,7936,10,2
811,7655644,15822,7,3
812,7655644,25350,14,4
813,7655644,9660,15,3
814,7655645,25610,15,5
815,7655645,478,8,6
816,7655645,20702,16,5
817,7655645,16358,14,6
818,7655645,1681,4,4
819,7655645,2652,14,4
820,7655645,6307,7,1
821,7655645,6613,2,2
822,7655645,3589,1,4
823,7655646,5441,18,4
824,7655646,2938,15,2
825,7655646,14056,10,2
826,7655647,5543,19,1
827,7655647,24141,9,6
828,7655647,5732,18,4
829,7655647,25246,5,1
830,7655647,9426,19,1
831,7655647,16089,19,6
832,7655647,7853,4,3
833,7655647,26804,15,2
834,7655647,26610,15,5
835,7655647,2112,7,3
836,7655648,8571,14,1
837,7655648,7791,18,5
838,7655648,20974,15,4
839,7655648,13512,1,6
840,7655649,7858,19,6
841,7655649,10402,20,6
842,7655649,17427,16,3
843,7655649,24326,15,3
844,7655649,17973,19,6
845,7655649,4145,2,3
846,7655649,22417,20,2
847,7655649,13485,1,5
848,7655649,22470,3,1
849,7655650,19077,19,4
850,7655650,8456,17,6
851,7655650,3874,13,2
852,7655650,17391,19,3
853,7655650,1451,2,2
854,7655651,20235,2,5
855,7655651,13469,7,4
856,7655651,6348,17,3
857,7655651,24326,15,4
858,7655652,26325,2,5
859,7655652,17222,19,6
860,7655652,3968,19,3
861,7655652,22484,14,6
862,7655652,23214,14,3
863,7655652,24108,4,2
864,7655652,2504,15,6
865,7655652,21236,10,1
866,7655653,25674,8,3
867,7655653,19493,15,4
868,7655653,12087,15,5
869,7655653,13934,4,2
870,7655653,2161,11,3
871,7655653,2039,1,6
872,7655653,14103,6,1
873,7655653,10996,11,3
874,7655653,25046,2,6
875,7655653,2918,13,3
876,7655654,4932,20,1
877,7655654,25154,19,2
878,7655654,16101,15,3
879,7655654,7853,1,6
880,7655654,13225,17,2
881,7655654,19963,16,6
882,7655654,4816,13,1
883,7655654,16446,15,2
884,7655654,24013,8,1
885,7655655,16592,1,5
886,7655655,6670,18,2
887,7655655,7425,20,4
888,7655655,3088,2,6
889,7655655,2564,16,2
890,7655655,24218,17,4
891,7655655,10143,8,6
892,7655655,4824,12,1
893,7655656,7361,20,5
894,7655656,9380,1,2
895,7655656,11921,14,5
896,7655657,22886,14,3
897,7655657,7324,14,4
898,7655657,1864,10,3
899,7655657,19156,16,2
900,7655657,19927,19,1
901,7655657,13792,14,6
902,7655657,2358,6,5
903,7655658,18243,2,1
904,7655658,9527,4,5
905,7655658,23760,14,3
906,7655658,5845,2,5
907,7655659,19875,13,6
908,7655659,23409,1,1
909,7655659,7296,13,4
910,7655659,15125,19,4
911,7655659,21428,5,4
912,7655659,26488,4,6
913,7655659,8259,15,6
914,7655660,11567,2,6
915,7655660,7437,14,2
916,7655660,16455,11,4
917,7655660,26151,9,6
918,7655660,6020,10,5
919,7655661,1605,16,5
920,7655661,5428,11,3
921,7655661,10915,10,6
922,7655661,17185,2,1
923,7655661,14326,2,2
924,7655661,23103,3,2
925,7655661,23065,7,2
926,7655662,18808,14,1
927,7655662,16726,14,5
928,7655662,918,8,6
929,7655662,18809,9,5
930,7655662,3213,6,3
931,7655662,7875,10,5
932,7655662,4959,20,2
933,7655662,17938,7,2
934,7655662,5086,5,2
935,7655662,10503,7,1
936,7655663,24830,8,2
937,7655663,23515,7,5
938,7655663,26333,4,6
939,7655664,13146,13,3
940,7655664,8603,13,6
941,7655664,6516,2,4
942,7655664,12289,14,5
943,7655664,16985,12,4
944,7655665,21678,9,3
945,7655665,20677,7,2
946,7655665,5458,11,3
947,7655665,10852,8,2
948,7655665,9567,17,6
949,7655665,16645,6,4
950,7655665,14539,15,3
951,7655665,3224,9,6
952,7655665,2198,18,4
953,7655666,17370,4,3
954,7655667,23699,2,4
955,7655668,11239,17,5
956,7655668,20407,9,1
957,7655669,18030,14,1
958,7655669,17669,16,5
959,7655669,7251,11,2
960,7655669,11469,19,5
961,7655669,4361,12,2
962,7655669,16583,8,1
963,7655669,15363,19,6
964,7655670,1497,9,2
965,7655670,17286,3,1
966,7655670,12874,18,6
967,7655670,9018,14,3
968,7655670,6191,5,1
969,7655670,5973,6,6
970,7655670,23650,9,6
971,7655670,20310,9,3
972,7655671,25095,1,5
973,7655671,26615,5,2
974,7655671,11096,1,3
975,7655671,12668,9,3
976,7655671,20453,9,4
977,7655671,2476,12,2
978,7655671,6295,9,3
979,7655671,9219,19,6
980,7655671,1208,7,5
981,7655672,20747,15,4
982,7655672,9344,8,5
983,7655672,4567,16,3
984,7655672,23266,11,6
985,7655672,26301,17,5
986,7655672,11188,8,3
987,7655672,7032,3,5
988,7655672,9257,13,6
989,7655672,89,19,6
990,7655672,13151,17,5
991,7655673,21352,1,5
992,7655673,19137,10,4
993,7655673,382,8,1
994,7655673,23260,6,6
995,7655674,20594,13,1
996,7655674,10423,11,4
997,7655674,26561,12,3
998,7655674,12087,9,2
999,7655675,6280,8,1
1000,7655675,11353,15,3
1001,7655675,25893,7,2
1002,7655676,11677,8,4
1003,7655676,21708,12,1
1004,7655677,16516,20,4
1005,7655677,24571,12,1
1006,7655677,6270,19,4
1007,7655677,20932,12,5
1008,7655677,21,18,1
1009,7655677,11731,13,1
1010,7655677,10480,17,6
1011,7655677,24381,9,3
1012,7655677,3263,11,6
1013,7655678,4767,9,4
1014,7655678,6469,20,3
1015,7655678,17751,7,2
1016,7655678,12529,10,6
1017,7655678,23300,15,6
1018,7655678,22418,15,4
1019,7655679,15010,10,4
1020,7655679,1397,12,5
1021,7655679,20986,1,2
1022,7655679,15485,5,2
1023,7655679,12440,15,3
1024,7655679,15816,18,5
1025,7655680,4339,8,5
1026,7655680,8517,9,1
1027,7655680,1636,8,4
1028,7655681,10297,12,2
1029,7655681,24168,3,6
1030,7655682,15694,6,2
1031,7655682,12236,20,3
1032,7655682,9926,3,6
1033,7655682,5720,9,3
1034,7655682,19522,15,2
1035,7655682,23800,1,5
1036,7655682,1672,20,1
1037,7655682,13878,3,3
1038,7655682,7894,4,3
1039,7655683,17565,11,2
1040,7655683,9846,2,6
1041,7655684,12289,10,3
1042,7655684,24631,12,2
1043,7655684,21350,7,6
1044,7655685,13137,15,4
1045,7655685,11416,4,4
1046,7655685,844,2,6
1047,7655685,3413,8,5
1048,7655685,12033,3,5
1049,7655685,13232,1,5
1050,7655685,10870,9,6
1051,7655686,15264,10,5
1052,7655686,3002,13,3
1053,7655686,10061,7,3
1054,7655686,24273,19,2
1055,7655686,12661,3,2
1056,7655686,13220,7,5
1057,7655687,21676,7,1
1058,7655687,17249,3,2
1059,7655687,22738,19,5
1060,7655687,16076,2,5
1061,7655687,18037,4,2
1062,7655687,11367,16,2
1063,7655687,15658,8,3
1064,7655687,16580,7,6
1065,7655687,21973,12,6
1066,7655687,2962,11,1
1067,7655688,22289,3,3
1068,7655688,8326,9,1
1069,7655688,6591,5,4
